n_particles,w,c1,c2,penalty_method,rho,C,alpha,best_position,objective_value,inequality_0,inequality_1,violated
10,1.3895493639454717,1.8831145044976227,2.4017257300977013,ADAPTIVE,NA,0.9939148568188589,1.0612983124190036,"[0.0, 0.0]",nan,0.75,-15.0,True
59,1.3930950806750033,1.7427026016554417,2.0201735892313377,STATIC,9646.378168148314,NA,NA,"[3.0430539842758564, 1.5016217824455147]",-0.2617498577857455,-3.8195161479462367,-10.45532423327863,False
59,0.46007968753947237,1.875510136378853,2.1905606155018558,STATIC,7203.796290784213,NA,NA,"[1.6009095025988798, 0.4684604690601147]",-0.3649995685348348,3.7183489733916275e-05,-12.930630028341005,True
60,0.42488694931095294,1.5611444162829502,2.373436714953599,ADAPTIVE,NA,0.9872388939391323,1.1271410545996656,"[1.5278690146864273, 0.41369580359886265]",-0.42775394131408284,0.11792700017549596,-13.05843518171471,True
58,1.3897759060086563,1.7250782793815205,2.490338662540111,ADAPTIVE,NA,0.5069455573315854,1.0034698549439895,"[0.0, 0.0]",nan,0.75,-15.0,True
16,0.40143456843836545,1.5823341602508858,2.4862211437761315,STATIC,9974.19728221277,NA,NA,"[1.6034791681866645, 0.4677164649124945]",-0.3649859809193188,2.639189490605265e-05,-12.928804366900842,True
16,0.436082740613867,1.514400959413592,2.0220919507391693,STATIC,8004.775231759335,NA,NA,"[1.5972440206331149, 0.46954528540600476]",-0.36497643339532626,2.1600468789517713e-05,-12.93321069396088,True
59,1.378594085556685,1.7190117483751017,2.4977748670781055,ADAPTIVE,NA,0.78721683309338,1.9431549641304955,"[1.3940948609537906, 0.1907546933488824]",-0.6132392472700076,0.4840698622995068,-13.415150445697327,True
14,0.4369109846437572,1.50620630407835,2.4711985725365904,ADAPTIVE,NA,0.5014472148521477,1.9011558015996908,"[1.2554896033956708, 0.17074983787365938]",-0.5987906313036467,0.5356253537681243,-13.573760558730669,True
60,0.7258032960482859,1.9881975315205147,2.0032429700179466,ADAPTIVE,NA,0.5699379488994005,1.977468227653516,"[1.685112455871612, 0.4640519308975567]",-0.3422050928853984,-0.0319796889267453,-12.850835613230831,False
60,1.39747710213413,1.9530110633147186,2.4746473817352457,STATIC,1869.9759623617247,NA,NA,"[0.0, 0.0]",nan,0.75,-15.0,True
58,1.3954288347875088,1.545711209172099,2.031736691130041,ADAPTIVE,NA,0.9937636250196578,1.9457648836653294,"[1.5548173250759678, 0.2912706013261146]",-0.5231097563064718,0.29712742277286186,-13.153912073597917,True
55,1.2542822948658352,1.5097489593624083,2.482857923711452,ADAPTIVE,NA,0.9952060154090765,1.9383479491827944,"[0.0, 0.0]",nan,0.75,-15.0,True
60,1.377843600825442,1.8481766572809741,2.01015356067345,ADAPTIVE,NA,0.5234003210773469,1.906337738522424,"[1.8181436267927087, 0.21353384001304043]",-0.43476355367092095,0.36176480967571667,-12.96832253319425,True
59,0.4252278335447307,1.9946801903379696,2.4944900027621064,ADAPTIVE,NA,0.5613574113370818,1.1486760736611425,"[1.499960884120396, 0.20493000476613177]",-0.5952159591467007,0.44261300886819605,-13.295109111113472,True
59,0.4649716256712485,1.94199425543729,2.484668148290017,STATIC,6770.673264708225,NA,NA,"[1.6009430183568825, 0.46844914505110374]",-0.3650008572426225,3.9611775184966724e-05,-12.930607836592014,True
55,0.4279859424819136,1.9896863415020096,2.495844333717012,ADAPTIVE,NA,0.5182180578396772,1.8790640114520372,"[1.6024656859360764, 0.4458450444780848]",-0.38387082413069035,0.035548614979225346,-12.951689269585838,True
12,0.44280756016048783,1.5362063032198003,2.483985618073868,STATIC,1121.6916303741,NA,NA,"[1.6222972828633095, 0.46213742257138335]",-0.3646049285012986,0.0002757150529917318,-12.915565294565308,True
10,1.3744459777690587,1.6583179975717572,2.4579514048128033,STATIC,1873.1280294520739,NA,NA,"[0.0, 0.0]",nan,0.75,-15.0,True
49,0.4045462653382441,1.5208942007989408,2.472682614117878,ADAPTIVE,NA,0.5004855017702372,1.9353874028863642,"[1.0558666771149394, 0.08301809817545802]",-0.5303129471075821,0.6623439565390773,-13.861115224709602,True
58,0.507394935332787,1.5353330404060619,2.449949529227537,ADAPTIVE,NA,0.5019394409558158,1.0831971819932504,"[1.6015552429488267, 0.16789403968452077]",-0.5824939538988789,0.4811084204833974,-13.230550717366652,True
59,0.4192350664446146,1.523408081681226,2.4781776956487196,ADAPTIVE,NA,0.985193971976365,1.0614452707115973,"[1.6771835867216878, 0.2609736564263154]",-0.4951689771747386,0.31229926687503884,-13.061842756851997,True
59,0.4090564359898543,1.9378748619151276,2.458144551120824,ADAPTIVE,NA,0.569901458443317,1.985871579235705,"[1.5583342162389642, 0.26521149412523437]",-0.5409316172923722,0.33671185416478827,-13.176454289635801,True
54,1.3912459408841018,1.507495248698536,2.4975958423822977,ADAPTIVE,NA,0.5452744007062473,1.044956369738913,"[1.5112960320617008, 0.11017521567232458]",-0.6377862064884057,0.5834926337228737,-13.378528752265975,True
10,0.40940657367219424,1.522160485397963,2.153461732276046,ADAPTIVE,NA,0.5380662586757973,1.902642212306592,"[1.6046444781023168, 0.4666891189834116]",-0.3655627850455704,0.0011298822328335012,-12.92866640291427,True
59,1.3356611624251267,1.5318080282161946,2.0079528138150615,ADAPTIVE,NA,0.5212282042675417,1.9372388378785037,"[0.0, 0.0]",nan,0.75,-15.0,True
58,0.5459125973558431,1.5162278771681625,2.0052567486279096,ADAPTIVE,NA,0.5070540183057589,1.0293433537802645,"[1.5429057803188018, 0.387834547699768]",-0.44768149354713216,0.1516078345466999,-13.069259671981431,True
13,0.42539224389268515,1.9770670555417533,2.477456096709631,ADAPTIVE,NA,0.5089253727734973,1.75686231962757,"[1.5898209884501635, 0.4710881390870824]",-0.36541129418806606,0.0010541890694265588,-12.939090872462755,True
58,0.493400636830595,1.9773604808558094,2.3316677783514814,ADAPTIVE,NA,0.5059357472299671,1.3333998594287257,"[1.3808911767379983, 0.19961741021801482]",-0.6071237030668716,0.47435007950665375,-13.419491413043987,True
15,1.3202573007664795,1.5009623121717768,2.4886643509567454,ADAPTIVE,NA,0.5064696005083041,1.613741337733785,"[1.9279444483419172, 0.2894398074358828]",-0.3217372834538863,0.19197613012483616,-12.7826157442222,True
13,0.41158005564552136,1.9852543163173288,2.0711752489799746,STATIC,9414.253065515259,NA,NA,"[1.601327673246642, 0.46860581764697423]",-0.3647708991193049,-0.0003914636424694473,-12.930066509106384,False
59,1.35502597295409,1.9739849686366577,2.4811413483146714,ADAPTIVE,NA,0.9766006826975756,1.4430473497204788,"[1.5001112726755383, 0.5394729084780969]",-0.3176326494838451,-0.059269391311052244,-12.960415818846364,False
58,1.351842776846596,1.924879167466318,2.433689015459093,ADAPTIVE,NA,0.5144376126082436,1.6199439075636324,"[1.5694144968493762, 0.2407401967256828]",-0.5539124101029583,0.3721788452843427,-13.18984530642494,True
58,0.4250421272882139,1.9842236201578203,2.492609624736067,STATIC,8394.792953384964,NA,NA,"[1.603427794945786, 0.46768841036852116]",-0.36502295066920937,9.540344110225973e-05,-12.928883794685692,True
10,0.4882693505233915,1.9995287176578602,2.4433239912458253,STATIC,405.17446284104534,NA,NA,"[1.605675717658691, 0.46678834314464723]",-0.3652125907364904,0.0004892921265071681,-12.927535939196662,True
60,0.40494569357029175,1.5019720021394989,2.4950925250572964,ADAPTIVE,NA,0.6733990863755162,1.0416339830166939,"[1.5560225631239333, 0.2936610705353482]",-0.5209889622376895,0.29305674833586937,-13.150316366340718,True
57,0.44104660330586654,1.8456688657240121,2.0113241525485934,STATIC,297.0384518301606,NA,NA,"[1.6005592507046318, 0.4680243261922886]",-0.3654593795241407,0.0008993351581303433,-12.93141642310308,True
58,0.7330370630562858,1.9090365488890346,2.4624039117875474,ADAPTIVE,NA,0.5285347240289606,1.0921548646643837,"[1.3657682819698769, 0.32933493081006904]",-0.5053609480769368,0.3002047973548637,-13.304896787220054,True
60,1.0059668494900258,1.9936265957348427,2.479005294141649,ADAPTIVE,NA,0.5043803910530742,1.3367640060355164,"[1.5925835025923023, 0.5970113110287556]",-0.25916357866439754,-0.20079036480539803,-12.810405186378942,False
55,0.42457893583252404,1.9692323642750003,2.4955089641822523,ADAPTIVE,NA,0.5549171586313006,1.168960165549075,"[1.4974689710686795, 0.19837229547671087]",-0.599626362969615,0.4529436428039577,-13.30415873345461,True
12,0.43101716460665884,1.5909741786742433,2.089227808673186,ADAPTIVE,NA,0.9861227854480834,1.7571074866382723,"[1.6021540862940564, 0.46780637296692845]",-0.36524509309138353,0.0005021079566341902,-12.930039540739015,True
10,0.460992338967554,1.9838055538488042,2.0551194142188427,STATIC,9462.622579408357,NA,NA,"[1.5955519537340732, 0.47003989520499234]",-0.3649621081391398,2.6926872715438144e-05,-12.934408151060934,True
59,0.4063759899463055,1.527326152164539,2.1348929944802615,STATIC,7535.190137383015,NA,NA,"[1.600877942229775, 0.4684975122975872]",-0.3649758353317802,-7.3334267300939615e-06,-12.930624545472638,False
34,0.40489905710356555,1.6296919219674362,2.4055051562540117,ADAPTIVE,NA,0.5089024119805019,1.9510183029820873,"[1.132250895186383, 0.0792842887109646]",-0.5815279058606403,0.6602302931327947,-13.788464816102653,True
58,0.43329447819331135,1.9358674523970227,2.392817573268593,ADAPTIVE,NA,0.9668272845436299,1.3893270345496513,"[1.5955751938388882, 0.46461675168303734]",-0.3696040829067928,0.008669036372543126,-12.939808054478075,True
32,0.4265606098587005,1.9622087228483664,2.4933745111908303,ADAPTIVE,NA,0.5106130911053928,1.9157240797929305,"[1.3708649779234106, 0.07756105273327818]",-0.6625522601074749,0.6436742691570781,-13.55157396934331,True
59,1.3737287174338195,1.5845119388590394,2.4086207245826183,ADAPTIVE,NA,0.5059708831620328,1.2988321181221643,"[1.6249123110718011, 0.17544469389359496]",-0.5684156173246011,0.4649177569800739,-13.199642995034605,True
23,0.4405908618696188,1.9802909401456317,2.4906449055630064,ADAPTIVE,NA,0.5373852950614766,1.5546026708187264,"[1.4642257370692746, 0.22395965337929424]",-0.5890158392294446,0.42207251145692365,-13.311814609551432,True
11,0.45325552689510085,1.5047088357442324,2.4495108503014236,STATIC,178.82691973916525,NA,NA,"[1.5998823627077554, 0.46785370928402603]",-0.3657737421080166,0.0014891021890851563,-12.932263928008219,True
43,0.40528150385035366,1.9801662720669557,2.0246173872907276,ADAPTIVE,NA,0.5043971354426428,1.9515872010591075,"[1.6130334154521808, 0.30398893675046224]",-0.4945603854808824,0.25965568709372494,-13.082977647797357,True
42,1.3377871936611887,1.9746416033247467,2.4899179081498843,ADAPTIVE,NA,0.5054164110627354,1.9696335300844674,"[1.614805574427175, 0.4411590382459596]",-0.384395221770073,0.037613925831493145,-12.944035387326865,True
40,0.4258866478809753,1.5859729629369335,2.4982162403561525,ADAPTIVE,NA,0.5414330266050945,1.3399526066402916,"[1.6903699047180254, 0.28386149734677457]",-0.47384724045969595,0.27016906777681665,-13.0257685979352,True
57,0.4080252299807703,1.5301510947144115,2.4775618576090177,ADAPTIVE,NA,0.8909689095935068,1.1012540150553356,"[1.5772061053098752, 0.30720275673587594]",-0.5045412247023118,0.2654779365081521,-13.11559113795425,True
44,0.48963996801561627,1.9907268362178239,2.0117834193967963,ADAPTIVE,NA,0.5066685800094284,1.969532839961421,"[1.521041554800372, 0.06599417057365775]",-0.647286775166542,0.6496201241828826,-13.41296427462597,True
42,0.6248024703859039,1.9679646120707424,2.0006087252924303,ADAPTIVE,NA,0.5040335872985765,1.938183640589161,"[1.5931928906320971, 0.4815573023708603]",-0.3556387771627394,-0.017213670569225736,-12.925249806997043,False
13,0.4649521930237527,1.953525131957897,2.482972968884221,ADAPTIVE,NA,0.9726891945406151,1.8689792949404371,"[1.605289697846156, 0.4671739240538795]",-0.36498425658252565,5.0512613944841966e-05,-12.927536378099965,True
55,0.417701197135836,1.8260937356569271,2.1027328309986024,ADAPTIVE,NA,0.5039487780980682,1.9239682456054945,"[1.643549196936368, 0.015345620472764221]",-0.6016893322157705,0.7247787177954981,-13.341105182590868,True
59,0.4548805118235353,1.5028561176658457,2.3931139648494852,ADAPTIVE,NA,0.5254016623229849,1.9155838222583255,"[1.1255401382055452, 0.3061572860286621]",-0.4342597378290649,0.405407685970665,-13.568302575765793,True
60,0.42145772247288193,1.6340393997625025,2.4763944794593384,ADAPTIVE,NA,0.5580232787915262,1.8204109434528501,"[1.6240594272168132, 0.4415145735787773]",-0.3813482556773848,0.03295409452577536,-12.934425999204409,True
60,1.3407947810778613,1.7769548646334234,2.3733034128429584,ADAPTIVE,NA,0.951704891442563,1.6640879731959957,"[0.0, 0.22468432712535957]",-0.007754652225311773,0.75,-14.77531567287464,True
60,0.45608852906208797,1.9367155833579113,2.4745704176859626,ADAPTIVE,NA,0.6590599287524298,1.0671740613029037,"[1.564605943075913, 0.3261237517342108]",-0.49362680458864516,0.2397448398584402,-13.109270305189876,True
14,0.40138514557035876,1.5176156365970004,2.4927861517663565,ADAPTIVE,NA,0.5105677855166113,1.017785171460434,"[1.4598708058788852, 0.4316337261969327]",-0.41743023436863086,0.11987052429237777,-13.108495467924183,True
33,0.4081253346922993,1.5343275396567797,2.4334313254123345,ADAPTIVE,NA,0.5056519948940859,1.9541976077528882,"[1.3989598406488406, 0.4095873573918343]",-0.43564501981290144,0.17700373577133977,-13.191452801959326,True
